"","x"
"463","Don't isolate yet. . A scratchy throat could be caused by heartburn, oral thrush, bacterial pharyngitis (@ the beginning) or any of the 200 odd viruses that cause the ""common cold"".If you have had a +ve Contact with a Covid 19 patient then isolate FOR 14 DAYS or ifyou develop a High Fever, severe headache, dry cough and sore throat, the isolate but only after getting tested for COVID 19."
"464","In brief:   Self isolate   The current DOH guidelines are to self isolate.   If you develop fever, cough or shortness of breath, phone your local GP/ service provider and arrange for testing. If you have traveled overseas or have been in possible contact with someone with confirmed COVID 19, arrange testing. (wear a mask when going out if needed). For more info try whatapp the word ""Hi"" to the coivd hotline 0600123456  Would you like to video or text chat with me?         "
"465","Self isolate. Current NICD/DOH guidelines are to self isolate. If getting worse (fever, cough and shortness of breath), or if you have traveled or been in contact with anyone with confirmed COVID 19, arrange for testing. For more info try whatsapp ""Hi"" to 0600123456 (the DOH covid hotline)"
"466","Self isolate. The current guidelines are if you have symptoms and traveled or been in contact with anyone with confirmed COVID-19, arrange for testing (wear a mask when you go out). Otherwise self isolate for 14 days. If getting worse, also arrange for testing. For more info try whatapps ""Hi"" to DOH help line: 0600 123456."
"467","Less likely nt immun. Your body will develop antibodies against the virus but depending on how strong you keep your immune system, it is possible to get it again if you're re-exposed with a weak immune system ."
"468","It could. Only way to know is to test, self isolate :)"
"469","In brief:   Do you have access     If you have access to testing you can be tested, more importantly have you had contact with someone who is postive htat you know, have you travelled?Do you have a fever?  Would you like to video or text chat with me?         "
"470","In brief:   Don't worry    your symptoms are unlikely related to corvid 19, and rather to change of season and smoking cessationtry to use a saline nasal spray and Otrivin nasal spray at least 4-5 times a day don't use Otrivin longer than 10 days  Would you like to video or text chat with me?         "
"471","In brief:   Consider asthma    Have you ever had asthma or wheezing? That can cause tightness & shortness of breath, as can certain heart problems.   Without fever & cough, COVID 19 is less likely, but probably best to call your Dr’s office for recommendation.  If the breathing worsens you should be seen ASSP by video visit or perhaps in person to listen to lungs & assess need for possible chest X-ray, EKG, & medication  Would you like to video or text chat with me?         "
"472","In brief:   No    I really don't think so but its a very different virus as is the old corona we know - 5 varieties of the common cold are from coronaviruses  Would you like to video or text chat with me?         "
"473","In brief:   No worries   COVID-19 does not survive outdoors.   Medical officials actually encourages getting outdoors, but keeping your distance from others.   Would you like to video or text chat with me?         "
"474","CONFLICTING INFO. I HAVE SEEN ARTICLES ON BOTH SIDES OF USING  ADVIL OR MOTRIN. PERSONALLY I WOULD RECOMMEND NOT USING IT BECAUSE SIDE EFFECTS, INTERACTIONS AND COMPLICATIONS FROM NSAIDS IN GENERAL. ACETAMINOPHEN IS SAFER."
"475","In brief:   IF    that is all you have by now you don't have the chinese virus.  Would you like to video or text chat with me?        "
"476","In brief:   Consult with your GP   You cannot just request a COVID19 test, without fulfilling certain official SA testing criteria, even if you are a private patient and are willing to pay cash.  If you meet the strict testing criteria,then your GP will need to complete a request form  and tell you where to go.  Would you like to video or text chat with me?         "
"477","In brief:   COVID prevention   It's not inevitable.   Follow the guidelines all over the media and make sure your kids do too:  social distancing, wash hands frquently, stay home except for absolutely necessary trips, wash hands frequently, use antiseptic wipes when you have to touch surfaces outside the home (e.g. shopping cart handles), and avoid touching your face. At your and your kids' age, most infections aren't serious.  Would you like to video or text chat with me?         "
"478","In brief:   URI   Your symptoms are consistent with a flu like upper respiratory tract infection.   Treatment would be resting, drinking adequate fluids and taking acetaminophen. Chest discomfort or shortness of breath would be concerning and if you've been exposed to anyone with covid19, who has been in an affected region or if you live in a region where covid19 is present, notify your MD and get tested.  Would you like to video or text chat with me?         "
"479","In brief:   Cervix trauma   One technique is to have your partner only penetrate your vagina half way to avoid trauma to the cervix.   You and your partner can still have enough stimulation and pleasure this way.  Would you like to video or text chat with me?         "
"480","Better to skip. The protective gear is not protectve enough to prepare food."
"481","Cooking will kill. Cooking adequately will kill the virus-30 sec of ,microwave."
"482","In brief:   Life is not exact   In pandemic times, supplies are short.   Life is not that exact. That means 57.6% is fine, and if a person catches the coronavirus, it won't be because she was missing 2% on her hand sanitizer. Remember that the virus goes from person to person. If there are no people close by, and if the high-touch surfaces like table tops, keyboards, or doorknobs are clean, then one is a lot safer. (Mar. 2020)  Would you like to video or text chat with me?         "
"483","In brief:   It could    There is not enough scientific info to confirm it.    Most of the online new was based on French report.It could be combination of speculations because virus enters lung through ACE2 receptor and also ibuprofens NASiD  and virus can effects the kidney. https://www.npr.org/sections/health-shots/2020/03/18/818026613/advice-from-france-to-avoid-ibuprofen-for-covid-19-leaves-experts-baffledThx  Would you like to video or text chat with me?         "
"484","In brief:   Infection   Influenza versus Coronavirus.    Typically more sudden onset of fever and myalgias with influenza, but sometimes hard to tell. If no significant SOB probably need to quarantine. Call your local physician or health department. I know Healthtap has been helping to order or recommend test, but typically test not available. If Coronavirus most cases have been mild and expect about 10 days of symptoms.  Would you like to video or text chat with me?         "
"485","In brief:   Usually not   more likely to cause runny nose increase moist discharge  Would you like to video or text chat with me?        "
"486","In brief:   May do video consult   COVID-19 pandemic at this time, so one's doctor may want to consult by video instead of requiring an in-person visit.   Some medications are refillable by video, others are not. In this pandemic, one's primary care doctor, who knows the patient well, can usually get meds to the patient without an in-person visit... unless an exam is needed in order to adjust the meds. Just ask the doctor.  Would you like to video or text chat with me?         "
"487","In brief:   Cough and cold   Hello and welcome to HealthTap,It is a good idea to get tested.   You can visit your nearest Urgent care. Make sure to call them before coming, after getting tested self quarantine for total 2 weeks from the onset of symptoms. Please wear mask and perform frequent hand washing. Avoid Ibuprofen/other NSAIDs, use acetaminophen/ Tylenol only. Look for signs of worsening cough & breathing difficulties.  Would you like to video or text chat with me?         "
"488","Only if hospitalized. COVID-19 infection is worldwide, in all but some isolated areas. The goal is to keep people separated so that the clinics and hospitals are not overwhelmed."
"489","Yes. There are many causes of shortness of breath. COVID-19 may be one cause and is not necessarily associated with cough. Fever is one prominent symptom, but the absence of fever does not rule out the infection. ."
"490","In brief:   Death   At 38 your risk of death from the virus is low.    If you diabetes is controlled you should not have particularly higher risk. Poorly controlled diabetes would make a difference.   Would you like to video or text chat with me?         "
"491","In brief:   Quarantine   You should be in self quarantine as it might take another week for you to develop symptoms.   As soon as spiking fever, having a sore throat or cough- test. Do not travel, nor visit medical facilities.  Would you like to video or text chat with me?         "
"492","In brief:   Fever with body ache   Hello & welcome to HealthTap,It could be anything from common cold to COVID-19.   Please go to Prompt care. Call them before going.  When tested for COVID-19, self quarantine for total 2 weeks from the onset of symptoms. Please wear mask and perform frequent hand washing. Avoid Ibuprofen/other NSAIDs, use acetaminophen/ Tylenol only. If signs of worsening cough & breathing present then go to ED.  Would you like to video or text chat with me?         "
"493","Cough,phlegm. At this time your symptoms are characteristic of a viral upper respiratory tract infection, and if your sputum is very discolored, bronchitis may be present. Absence of fever,chills, chest discomfort,shortness of breath or wheezing is reassuring but your MD may recommend starting antibiotic treatment. Leave it to him/her whether covid19 treating is advisable depending upon exposure history."
"494","Correct. Every bit helps."
"495","In brief:   Self quarantine    Suggest self quarantine for 14 days.  If symptomatic then contact your Primary care physician telephonically, or alternatively use this platform to get tested and further management. Godspeed.  Would you like to video or text chat with me?         "
"496","Corona-virus. At 33 you may not need testing. You should isolate yourself.  Follow the following guideline: https://www.healthtap.com/blog/post/covid19-coronavirus-self-quarantine-guide  At this time I know you could contact someone through Healthtap, but the testing can be recommended, but no tests to do it. Let your local provider or health provider know. If you would have worsening SOB go to ER. ."
"497","Less likely. Recommended to stay 6 feet apart. However, if no touching and the person was not sneezing the likelyhood of transmission is low. ."
"498","In brief:   Test   Please stay at home, rest, drink fluids and monitor your temperature.   Arrange for testing locally.You may need respiratory treatments, and additional testing for influenza and Strep A. Please contact your PCP for additional or worsening symptoms.   Would you like to video or text chat with me?         "
"499","Death. At your age the risk of death is the following:  0.1–0.2. If your diabetes is controlled your risk should not be markedly worse. Make sure you follow appropriate gudelines. Neve a guarantee, but your risk of serious problem is still pretty low. ."
"500","In brief:   Unknown but low   Based on current data it is low, likely less than 1-2%.   However just because you are young doesn’t mean you cannot end up really sick. Take care of yourself. Social distancing, wash you hands, etc  Would you like to video or text chat with me?         "
"501","Yes. Everyone with flu like symptoms should be tested for Covid19. Test is becoming more widely available in the United States as the pandemic worsens."
"502","Maybe. Do video w/"
"503","In brief:   If bad, needs ER   COVID-19 pandemic at this time, so a doctor on video may consult by video instead of requiring an in-person visit.   Flu-like symptoms can be from a strep throat infection, a cold or influenza, or from some other cause like COVID-19. Usually, a person calls the doctor if the symptoms are bothersome, serious, recurrent, or persistent. COVID-19 testing depends on local availability. (3/22/20)  Would you like to video or text chat with me?         "
"504","Depends on severity. COVID-19 pandemic at this time, so a doctor on video may consult by video instead of requiring an in-person visit. Flu-like symptoms can be from a strep throat infection, a cold or influenza, or from some other cause like COVID-19. Usually, a person calls the doctor if the symptoms are bothersome, serious, recurrent, or persistent. COVID-19 testing depends on local availability. (3/22/20)"
"505","Not a bad idea. Many pharmacists also are trying to work from home whenever possible. Your best reference going forward will be your Obs-gyn doc and based on your institution's flexibility and further government regulations either work from home, if possible, or go in maternity leave."
"506","In brief:   Call Discovery   You'll need to call Discovery.  Would you like to video or text chat with me?        "
"507","In brief:   Self-quarantine!    Enter self-quarantine then call your health care provider to get instructions regarding testing, self-quarantine and possible hospitalization then follow through!  Would you like to video or text chat with me?         "
"508","Maybe. Do video w/"
"509","If real contact... Self-quarantine helps:  Stay at home, except for going to get medical care. Do not go to work, school, church, playgrounds, or other public areas. For medical care questions about your COVID-19 symptoms or other health issues, get advice from your doctor by video or phone. See the full guide at:  https://www.healthtap.com/blog/post/covid19-coronavirus-self-quarantine-guide."
"510","Hard to guess. COVID-19 pandemic at this time, so a doctor on video may consult by video instead of requiring an in-person visit. Flu-like symptoms can be from a strep throat infection, a cold or influenza, or from some other cause like COVID-19. Usually, a person calls the doctor if the symptoms are bothersome, serious, recurrent, or persistent. COVID-19 testing depends on local availability. (3/22/20)"
"511","Self quarentine. The current NICD and department of health guidelines are to self isolate for 14 days. If you develop fever, cough or shortness of breath contact your primary care provider and arrange for testing. For more info Whatsapp the word ""Hi"" to excellent  department of health hot-line 0600 123456. ."
"512","Early COVID-19? Call your health care provider to get instructions regarding testing, self-quarantine and possible hospitalization then follow through!"
"513","Notify. Given worsening symptoms and muscle aches likely your have some type  flu bug. Barking cough is typically more of a sign of virus.  Given recent problems with COVID your worsening symptoms should be double checked. ."
"514","In brief:   Maybe. Do video w/Dr   Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza (antibiotics usually not used), or from some other cause such as allergies or irritants.   Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 infections tend to have cough, whereas strep usually lacks cough but has more throat pain.  Would you like to video or text chat with me?         "
"515","Coronavirus PUI crit. Self-quarantine and monitor yourself for 14 days from return date.If symptoms develop, Please contact the NICD for screening to see if you have to get tested.Public Hotlines:+27 800029999; +27 800111132; +27 82 883 9920."
"516","Maybe. Do video w/"
"517","In brief:   Test   Since there is a risk for coronavirus, please stay home, rest and drink fluids.   Monitor for symptoms including fever, dry cough and/or shortness of breath. Avoid contact with others and consider testing. The symptoms of COVID 19 may be very mild. Travel is one risk factor for acquiring the disease.  Would you like to video or text chat with me?         "
"518","In brief:   Too soon to recover   On aveage, viral respiratory illnesses may take 2-3 weeks for full recovery and severe cases may take 4-6 weeks.  If your symptoms worsen, you should contact your health care provider to inquire regarding Corona virus testing or quarantine.  Would you like to video or text chat with me?         "
"519","In brief:   Viral systemic infec   Sounds like it could be systemic infection, like Influenza or Corona viruses.  Please contact the NICD for screening to see if you have to get tested.Public Hotline:+27 800029999; +27 800111132; +27 82 883 9920.Only use Paracetamol for pain, if not allergic to it.  Would you like to video or text chat with me?         "
"520","Get meds refilled. With the COVID-19 pandemic, people with chronic conditions or even intermittent conditions should get their meds refilled in case pharmacy services close down. For asthma patients, they should refill their inhalers. Some use only an urgent ""rescue"" inhaler like albuterol, while others also use ""preventive"" inhalers like fluticasone. It's best to keep both on hand. If symptoms go bad, it's ER time."
"521","In brief:   Probably...   ... but we here on this forum answer general medical questions, not particulars of individual medical coverage.   Call Medival aid to know for sure.  Would you like to video or text chat with me?         "
"522","Flu like symptoms. Stay home for 7 days while you monitor your temperature. COVID 19 is typically associated with dry cough, fever and shortness of breath. Your nasal congestion and muscle aches are more typical of influenza. If you develop a fever or worsening, please arrange testing for both influenza and coronavirus. Drink fluids, rest and avoid contact with others."
"523","In brief:   Yes:   Not wheezing but difficulty of breathing is a symptom of the corona virus infection but it is not the common one.   It can be seen sometimes. The common symptoms are fever and cough mostly dry cough. The wheezing could be due to asthma or allergies in general. Since covid 19 can be seen even without any symptoms i suggest you to get in touch with your doctor for advise and follow up with you.  Would you like to video or text chat with me?         "
"524","In brief:   Covid 19 tests   You can be tested either at any of the private labs or at selected government clinics.   You need to meet the criteria for testing before it is done.  Would you like to video or text chat with me?         "
"525","Virus. Symptoms could be either influenza or the covid 19 virus. Call your local doctor to discuss these new changes in your health to determine what testing will,be needed, and steps you should take. At least for,now, treat the symptoms with acetaminophen (not ibuprofen) , Cough syrup. Isolate yourself away from other people, wear a mask to avoid spreading virus, sneeze into elbow, wash hands frequently."
"526","In brief:   Call a doctor   Most places require a doctor to order this, but check into your local healthcare services to see if there is way for you to be tested without that, good luck.   There are criteria in most places to qualify for testing, so look into that to see if you qualify, ask your doctor...  Would you like to video or text chat with me?         "
"527","In brief:   Anxiety   Your anxiety is overall justified, given massive social tension mounted by the pandemic.   Depending on local resources and through your doc's office, you may benefit from counseling from a clinical psychologist via telemedicine in order to avoid exposure during lockdown. Use this time to connect to your loved ones remotely ( Skype, phone, etc) and talk about your worries.  Would you like to video or text chat with me?         "
"528","In brief:   Urgent Care!    You must go to an Urgent Care Center or Emergency Room as soon as possible to have an exam at which time lab tests & a chest X-ray should be ordered to help determine your diagnosis.   The sooner you are properly evaluated & treated the better! I wish you well with your health!   Would you like to video or text chat with me?         "
"529","Good question. Awareness and precautions are important, but your wife plays a valuable role for those who have contracted the disease. She will be at higher risk than the general population and we are seeing HCPs contracting Covid-19. There is no one correct answer to this question because situations vary. Best option is for your wife to discuss this with her employer and take precautions. Good luck!"
"530","In brief:   Call a doctor    You may need a doctor’s order ASAP if you’ve been exposed and are symptomatic, to get tested, so call to get that order, and when you go to get tested, please try to place a mask on your face to protect others if you can  Would you like to video or text chat with me?         "
"531","In brief:   COVID-19 criteria   Do you have any medical conditions that would put you at high risk? If so, I would book a virtual consult with a dr. If not, we are not currently testing due to lack of capacity if there is no fever, dry cough & shortness of breath with travel history.   I would treat for flu and complete 14 days (possibly longer if still sick) quarantine and contact a dr if condition changes  Would you like to video or text chat with me?         "
"532","Probably not. Fever and cough, headache, body aches are much more common. Please follow your symptoms, treat appropriately. Honey in hot tea, gargle with salt water, suck hard candy. Secrets/cepachol losenges should decrease symptoms. Good luck."
"533","Viral physiology. HIV is a virus that exists to replicate and increase its numbers, primarily, it’s just how the virus functions, prioritizes replication over other functions. I’m sure there is more complex immunologic answer from a specialist in infectious diseases."
"534","Covid 19. Dear Patient:.What is your concern/ symptoms?Dr Wil."
"535","In brief:   Hard to get rid of   Molluscum is a virus, the less you touch the lesions the less you will spread the infection.   If you want to get rid of it it’s hard, but would suggest a dermatologist rather than the freezing sprays or chemicals used to kill the virus in the skin. There is no ‘limit’ to number of lesions, have not heard that information, but I would not believe that  Would you like to video or text chat with me?         "
"536","URTI. Dear TeacherACORDING TO YOUR DESCRIPTION, IT CAN BE JUST A VIRAL SORE THROAT. Any fever/headache/dry cough/body pains?Are you improving?Rest, medication like Paracetamol/Antihistamines/lozenges.You are an unlikely contact for Covid 19 at present, but observe,  isolate , unless you do not improveRegardsDr Wil."
"537","Upper Resp Inf. Dear Pretoria patient.You did not mention your daughter's age. It sounds like a viral upper airway infection( anti histamines, paracetamol, Ponstan will suffice for a day)If she gets worse, she can be checked by a doctor.If she was not in contact with a positive patient, no need for testing.Stay home,  lots of fluids, rest, meds and observe .Monitor her temp as well.RegardsDr Wil."
"538","Hi there . Hi there, if there’s any other symptom like fever, shortness of breath you should get tested and seek medical atention however you should call your local emergency line for COVID and stay away from hospitals, and follow OMS guidelines please ."
"539","In brief:   High temperature   COVID stands for 'COrona VIrus Diesase'.   We know that high temperature kills most pathogens eg protozoa, viruses and bacteria. That's why cooking is recommending for certain foods rather than eating it 'raw'. Temperatures of 140 to 160 degree F kills most pathogens including viruses. Corona viruses are sensitive to heat and cooking will destroy the outer protein layer and kill the virus.   Would you like to video or text chat with me?         "
"540","Infection. seem you have an infectious gastroenteritis, flu or even coronavirus. Take tylenol, stay hydrated, get tests ordered by a physician. ."
"541","Be very cautious . There is not a lot of information on children with COVID-19 but definitely would try to protect this child especially and consult the doctor ASAP if child develops fever and shortness of breath."
"542","In brief:   Symptoms   The symptom of COVID-19 begins with mild flu-like symptoms such as fatigue, sore throat and sneeze, followed by fever, dry cough.   In severe cases, the cough can progress to productive cough, persistent and followed by shortness of breath. Some patients may also experience GI symptoms such as nausea vomiting and diarrhea.   Would you like to video or text chat with me?         "
"543","In brief:   Cough of COVID-19   In COVID-19, cough is usually dry, persistent (initially not much different from a cold), then turns into wet with mucus and high fever (pneumonia).   In severe cases, severe shortness of breath and oxygen desaturation can develop after the pneumonia (severe respiratory distress syndrome).   Would you like to video or text chat with me?         "
"544","Not particularly. The facts are your nose & upper airway add humidity to the air you breathe to the point it reaches ~100% at the level of air exchange. Vaporizers help loosen thicker mucus in the upper airways so you can cough it up, but it would not have any effect on the deep airways or any germs that reach them. ."
"545","In brief:   Systemic infection   Fever and muscle pains could indicate systemic infection, likely viral, deoendiing on your travel history.  Right hand joint pains, if previously injured or arthritic, could be flared up by systemic infection.Call your local Nurse or Doctor to get screened telephonically for Influenza & Corona viruses & Malaria.Colchicine and Panado may help if gouty joint pains.  Would you like to video or text chat with me?         "
"546","In brief:   Viral syndrome   You're symptoms are likely viral syndrome; could be the flu, however, given the current COVID outbreak, it may very well be corona virus.    Please follow CDC guidelines for self quarantine.  Wash your hands frequently with soap and water.   Keep hydrated. Take tylenol for fever/pain.  Would you like to video or text chat with me?         "
"547","In brief:   Likely nerve pain   this diagnosis would require a visit and imaging but the most likely cause is either pressure on a nerve in your neck or referred pain from the neck and shoulder with symptoms felt at the shoulder/shoulder blade.    Try to use the chlorzoxazone or an NSAID (ibuprofen or naproxen) or a combo of both and also try ice for pain, heat for stiffness or spasms.  It doesn't sound at all like COVID-19.  Would you like to video or text chat with me?         "
"548","In brief:   Consult first   BEtter to consult either telephonically or virtually.   Lancet and ampath are doing tests. Discovery will pay if it is positive. Gift of the givers are also doing drive through testing for R750.00 - at least in pietermaritzburg. Discovery have a covid fund.  Would you like to video or text chat with me?         "
"549","Isolation. . The virus is spread by respiratory route,  it can live on surfaces for up,to 72 hours. SO:Social isolation (keep 6 feet from others)Wear disposable,gloves when coming in contact with surfaces outside your home for several weeksStay healthy, eat right, get exercise, proper sleepDiscuss your fears with others to get a realistic view of this illness and it’s risks.Don’t panic.."
"550","Uncertain. The exact amount of time would depend on the inoculum or how much virus was deposited and whether the cash were dry or moist . The limited studies suggest that the virus does not live very long on cardboard - about 4 hrs or so, so I suspect paper may be similar. If it were moist or wet, it may last longer. Heat may inactivate the virus, so consider setting the money in the sun or put in a drier."
"551","In brief:   Um, no   Inhaling Lysol can be deleterious to your health, more than COVID-19 itself.   Burning your pulmonary tissues may actually make you more susceptible to getting sick from the virus. Be rational.  Would you like to video or text chat with me?         "
"552","In brief:   Great Question   Not sure if you need to worry about your shoes, but it won't hurt.   In my house, we take off shoes and outside clothes at the door after we enter. The clothes go immediately into the laundry, we wash our hands with soap and water, then put on ""house clothes"". Different from ""public"" clothes. We try to prevent the potential introduction of the virus into out home. Once inside, everything is clean.  Would you like to video or text chat with me?         "
"553","Yes, but... Bacteria are living creatures, like the rest of us. Viruses are missing some parts so are not living unless they are inside another living creature. Viruses that are by themselves are dormant like seeds or spores, waiting to be reactivated. In a general sense, it is fine to think of viruses as living things, but technically speaking, they are not independently living when alone."
"554","Gargling. You can't be sure but it may help if you do those things as well as using zinc lozenges at the first sign of any throat discomfort and stay hydrated also. I recommend them. At least it'll do no harm."
"555","Contact doctor. Was he/she exposed to coronavirus or flu or other illness?He/she may need to be examined and/or tested. Please call his/her doctor to discuss and possibly be examined for proper diagnosis and treatment."
"556","In brief:   Antibiotic   I don't recommend antibiotics for a simple viral upper respiratory tract infection unless examination revealed signs of acute bronchitis or sinusitis.   They are not effective for viral infections like coVid 19 with no bacterial lung involvement either. If you've been exposed to someone with coVid 19 or or if you or someone you were exposed to travelled to a region where it was endemic, get tested  Would you like to video or text chat with me?         "
"557","Exam needed. You are assuming that the discomfort is coming from both lungs, but pain of pleurisy or pneumonia wouldn't come and go In different sites. I doubt your symptoms are lung related, but fever, chills, sweats, worse cough, shortness of breath, wheezing, warrant testing.. If you've been exposed to someone with covid, or if you or someone you were exposed to  travelled to an affected region, get tested."
"558","Self Quarantine . Suggest Self Quarantine for 14 days . If symptomatic , contact your Primary Care Physician or use this platform."
"559","Socially isolate. get pleanty of fluids and rest and avoid others call dr if fever or difficulty breathing."
"560","In brief:   Question   You have not posted a question.  Would you like to video or text chat with me?        "
"561","Diabetes. My answer would be controlled or not. Type 1 or 2 if managed well and treated can still maintain good immunity. If either are out of control then infections of any type more likely. ."
"562","Per RSA NICD: Self-isolate for 14 days.Seek testing if sick.Call 0800 029 999 for test information.Seek consultation if sick, preferably by phone or telemedicine.Seek care right away if difficulty breathing, other severe symptoms.Good luck, from the United States!"
"563","In brief:   Incubation period   2-14 days(time from exposure to time of getting illness).  I am unclear if the doctor is positive or your husband is?You should isolate yourselves at home for 14 days.If your husband is positive,he should be in his own room and own bathroom,if possible.Testing only recommended if there are symptoms(fever or cough or shortness of breath)and then you should be tested.Good hand washing/no touching face  Would you like to video or text chat with me?         "
"564","Monitor temp. Most cases of COVID-19 are associated with symptoms, but not all. Your symptoms may be related to coronavirus infection or another infection. I would recommend that you be tested for Coronavirus and then stay inside, avoiding contact with others while awaiting your test results. Use good hand washing, disinfect surfaces and drink fluids."
"565","Eyes, nose, mouth. Not ears.  See https://www.healthtap.com/blog/covid-19-care-guidelines/preventing-covid-19."
"566","In brief:   Cluster cases   I would recommend staying at home, rest, drink fluids and monitoring your temperature.   You may have COVID-19 or another illness. If you are otherwise healthy, await test results. Keep utensils, linens separate and washed. Use good hand washing and disinfect surfaces. If the test is positive, please have screening of all family members in your home. Avoid contact with others.   Would you like to video or text chat with me?         "
"567","In brief:   No   we have no evidence of any concern with such spread.   It may be worth wiping all packages that come i nto the house with lysol wipes   Would you like to video or text chat with me?         "
"568","In brief:   Immunocompromised    body is busy dealing with diabetes, not as much resiliancy remaining to fight viral symptoms, and subsequent opportunistic infections  Would you like to video or text chat with me?         "
"569","Possible virus. This is likely a viral infection. If you have a fever and/or the cough or sore throat get worse, you should be examined by your doctor. If you've been exposed to a particular illness, such as strep or the flu or coronavirus, you may need to be tested.For now, rest, drink fluids, take acetaminophen or ibuprofen as needed if you have no medical contraindication."
"570","In brief:   Several days   Lysol should  be good.    Seehttps://www.wired.com/story/coronavirus-disinfectant-cleaning-guide/  Would you like to video or text chat with me?         "
"571","In brief:   Coronavirus lives   New coronavirus may live on surfaces for a few hours or a few days depending on the type of surface, temperature or humidity.   One report indicated that new coronavirus can survive on hard surfaces for up to 72 hours and on cardboard for up to 24 hours.   Would you like to video or text chat with me?         "
"572","In brief:   It depends.   If the visited place has a high rate of coronavirus infections to take some precautions is important such as if you develop fever or cough or any other coronavirus infection symptoms.   To be tested is desired but will you be able to get tested? In some places testing kits are reserved to very sick and hospitalized patient. Self quarantine in cooperation with your doctor is the way to go.  Would you like to video or text chat with me?         "
"573","Screening test if. If you develop symptoms of dry cough, fever and/or shortness of breath, consider re testing since the test may convert to a positive test if infected. Other causes should be considered including an allergic reaction. Try one dose of an antihistamine and gauge improvement. Stay at home for three days if there is no fever. ."
"574","In brief:   Coronavirus.    Yes, according to previous knowledge, most virus including coronavirus likely will not survive hotter climates.   I would expect or hope this will die down in summer time. Nevertheless, this is new coronavirus, let's wait and see. I also think that with strong human intervention, the virus may reduce or be eliminated before summer.   Would you like to video or text chat with me?         "
"575","In brief:   Coronavirus and ACEI.   Recent publications including the one from the lancet showed COVID-19 binds to ACE-2 receptor on target cells for entrance.   The expression of ACE-2 receptor is substantially increased in patients with diabetes who were treated with ACE inhibitors or ARB. NSAIDS has the similar effect. All medications can have some unexpected side effects.    Would you like to video or text chat with me?         "
"576","In brief:   Yes   I would advise screening due to your exposure.   Fever is very commonly associated with COVID-19. Stay at home, rest, drink fluids and monitor your temperature. Arrange the testing which also  may include a chest image with your PCP.  Since your have been traveling, a pulmonary embolism is another possible cause of your shortness of breath.   Would you like to video or text chat with me?         "
"577","In brief:   COVID19   even though your have no fever or shortness of breath, your travel history fits criteria to be tested.   I suggest you get tested for COVID19 - speak with your GP to advise further, self isolate in the meanwhile  Would you like to video or text chat with me?         "
"578","Shortness of breath. Covid testing is hard to come by. At 37 you are in a lower risk group.  And I doubt you could get a test. Keep isolated for two weeks. I know we have been ordering tests through HealthTap, but that does not lead to getting the test done, due to shortages. (3/21/20)"
"579","In brief:   Basically the HPV virus is transferred within fluids generated during intercourse.   A mechanical skin contact appears to be part of the process but defining the exact amount of contact required is difficult. The genital strains of HPV are specific to those locations. There are other HPV strains that cause things like skin warts but these are different.  Would you like to video or text chat with me?         "
"580","In brief:   Observatn is enough.   By looking at your child you'll know if he is having breathing difficulties.   Cough with a runny nose is common in children. You should be concerned only if he is refusing to play and eat, or if he develops breathing difficulties. Having a fever doesn't mean he has the Coronavirus. He is more likely to be infected with any of the common infections in your area of Gauteng.  Would you like to video or text chat with me?         "
"581","In brief:   Per RSA NICD:   Seek care right away if difficulty breathing, other severe symptoms.  Seek testing if sick, PLUS known COVID-19 contact, or travel to high risk country, or been in facility treating people with COVID-19, or severe pneumonia of unknown cause.Call 0800 029 999 for test. If sick or possibly exposed (not both), stay home.Seek consultation if sick.If known exposure & not sick, self-isolate 14 days.  Would you like to video or text chat with me?         "
"582","Coronavirus. Stay calm. Most people with coronavirus infection only get mild respiratory symptoms, especially among younger patients. Diabetes and use of ACEI or ARB may increase your risk of infection. Practicing common sense of prevention is critical during this outbreak crisis. Avoid risk exposure, wash hand, wear mask as needed. Get tested if you develop symptoms. Effect drugs are coming. ."
"583","In brief:   Fever?   Start by call Pediatrician ASAP.   if high fe ver or projectie vomiting take to ER .  take to ER  if inconsolable and cannot get pedicatrician IF mild respiratory or GI symptoms likely virus and want to make sure adequately hydrated and may just watch, isolate from contact , and give chicken soup . work on soothing and disstraction Keep in touch with pediatrician.   Would you like to video or text chat with me?         "
"584","In brief:   Can talk with doctor   Doctors can give you the up-to-date information.   Video consultations available (start over and click on Talk-to-Doctor). We have informational posts on our Healthtap.com/blog. As the US president has given mistaken information at various times during this pandemic, be sure to check with doctors and the CDC website. People usually should not be tested without symptoms or direct exposure. (3/21/20)  Would you like to video or text chat with me?         "
"585","Stay home. Family members should stay home and avoid contact with your brother. Keep linens, bath area and utensils separated. He should monitor his temperature, drink fluids, rest and your family should be screened for Coronavirus."
"586","Probably. We should all be cautious , not worried about Covid-19. It is prudent for us all to be socially isolating, washing our hands, supplementing with vits. D and C and working on making the best of it.  BE grateful for the things that are going well in your life, reach out with verbal and video support for ALL the loved ones and even people you just know are isolated with support. Don't bother to worry."
"587","Coronavirus possible. Seek care right away if difficulty breathing, other severe symptoms.Seek testing if sick, PLUS known COVID-19 contact, or travel to high risk country, or been in facility treating people with COVID-19, or severe pneumonia of unknown cause.Call 0800 029 999 for test. If sick or possibly exposed (not both), stay home.Seek consultation if sick.If known exposure & not sick, self-isolate 14 days."
